epoch,acc,loss,val_acc,val_loss
0,0.57779322548,1.59729265754,0.668997369948,0.854682637734
1,0.677957532861,0.822597468164,0.651613317086,0.911287924402
2,0.712651668352,0.742964143399,0.710757585481,0.771677602101
3,0.7425429727,0.670555220154,0.71268201938,0.731005366331
4,0.769716885743,0.6125299746,0.732824427485,0.707365817528
5,0.790760869565,0.564416423214,0.743793700694,0.649406014657
6,0.804442618807,0.523895696732,0.740714606457,0.672992682253
7,0.816828867543,0.494475567109,0.781384309453,0.634366515277
8,0.832912032356,0.450209835889,0.759574058635,0.62960046342
9,0.852723710819,0.397150867328,0.712168837004,0.819821079754
10,0.865236349848,0.362049219778,0.776380781328,0.70677181687
11,0.884258088979,0.312322877227,0.740714606461,0.922183617549
12,0.897086703741,0.276673036651,0.756751555586,0.806181508449
13,0.913327856421,0.233401981347,0.756110077626,0.881919649561
14,0.925429726997,0.199836463388,0.743857848491,0.937666014058
15,0.939996208291,0.16828888468,0.697222400418,1.20791511147
16,0.947232052578,0.143388424444,0.751748027463,1.05961083917
17,0.958291203236,0.116214699302,0.706331387519,1.09672735081
18,0.965084681496,0.097695865178,0.749182115602,1.21838272876
19,0.968023255814,0.0893097708197,0.757008146772,1.21477626901
20,0.971593781598,0.0787770849901,0.755212008469,1.32578861479
21,0.973837209302,0.0743327113657,0.757393033557,1.22519220262
22,0.978355662285,0.0600983401769,0.747835011869,1.43790677213
23,0.980915065723,0.0573942799768,0.705561613966,1.6633367638
24,0.981073053589,0.0546483574971,0.750721662713,1.48883392403
25,0.984485591507,0.0453650212251,0.749438706788,1.51046997729
26,0.98470677452,0.0454627441212,0.760023093209,1.40758803971
27,0.985781092012,0.0407350610137,0.737571364426,1.58272883539
28,0.986191860465,0.0397256387219,0.773301687089,1.44031519663
29,0.985812689585,0.0410277664198,0.751427288475,1.63966299692
30,0.987171385238,0.0390723856568,0.740329719676,1.52208968975
31,0.98777173913,0.0351380868609,0.746808647127,1.61939667453
32,0.989888776542,0.0300638748435,0.755340304064,1.7047919527
33,0.987202982811,0.0365913820053,0.752838539998,1.48718829506
34,0.989162032356,0.0308952752116,0.733337609861,1.84560037546
0,0.819584597659,0.496022997552,0.766934800915,0.604201504606
1,0.831980805875,0.452323064756,0.757832345571,0.640544554018
2,0.851198456945,0.405725059889,0.780694326943,0.631769636947
3,0.865523486936,0.364264684393,0.776672311701,0.606123192446
4,0.882530049635,0.319840187262,0.775613886638,0.692277123623
5,0.896596335243,0.283092121923,0.779212531652,0.703014422836
6,0.911109542965,0.243856480482,0.766088060864,0.7188147796
7,0.954837343873,0.133045952823,0.781964436817,0.814364222149
8,0.963234775249,0.112249245786,0.776460626487,0.865320213511
9,0.968292051843,0.097631284712,0.78535139702,0.869377518715
10,0.971679251057,0.088503328035,0.780906011753,0.89876518413
11,0.975348716864,0.0780262991723,0.779424216665,0.94725575657
12,0.977842071837,0.0722961125064,0.776883996512,0.974530830689
13,0.980782348929,0.0636289686496,0.78365791712,0.968128268316
14,0.984616470256,0.0539500593644,0.773920406334,1.05038998212
15,0.986121892129,0.0480839250207,0.77519051641,1.05145054904
16,0.987321525181,0.0460899900548,0.774132091347,1.0735119769
17,0.989250346953,0.0398799929145,0.779212531652,1.09497144304
18,0.990332368924,0.0360838783713,0.774132091549,1.08803533781
19,0.99172017971,0.0319436900411,0.779000846639,1.15773324786
20,0.993531390398,0.0273870505495,0.77815410679,1.15092406058
21,0.993460823748,0.0270852256863,0.781329381981,1.13512624925
22,0.995295556653,0.0219148145603,0.780906011955,1.20802163523
23,0.99538964552,0.0206319427417,0.777942421777,1.17674927864
24,0.99531907887,0.0207388932486,0.777942421777,1.2079957708
25,0.996212923106,0.0179144502539,0.775190516612,1.22360235069
26,0.997224378425,0.0150849693651,0.776037256663,1.25277728531
27,0.997341989509,0.014530459007,0.779212531854,1.24592775096
28,0.997624256111,0.0128608285941,0.783869601931,1.2800710063
29,0.997247900642,0.0127627069319,0.776248941474,1.29931705756
30,0.997906522711,0.0114282295693,0.773920406334,1.28819142137
31,0.998024133794,0.0116426138992,0.780270956917,1.32096140663
32,0.998165267095,0.0101405841912,0.779424216866,1.30206828431
33,0.998329922612,0.00920925597927,0.777519051752,1.32895609931
34,0.998612189213,0.0083774859081,0.781964437019,1.32241442196
35,0.998565144779,0.00781635139903,0.782599492057,1.32307845601
36,0.998753322513,0.00734665385007,0.78048264193,1.35945728232
37,0.998659233648,0.00770714175188,0.778365791803,1.35788923971
38,0.998471055912,0.00752837267918,0.780694326943,1.34791324544
39,0.999223766848,0.00612092261638,0.779424216866,1.37834264523
40,0.99891797803,0.00619098217162,0.777307366739,1.37981707872
41,0.998941500247,0.00616561613237,0.776460626487,1.37993995079
42,0.998894455815,0.00598592644041,0.78281117707,1.35923817226
43,0.998894455814,0.00567751892318,0.777942421777,1.39823987734
44,0.999153200198,0.00503787267989,0.773285351498,1.41009920043
45,0.999223766848,0.00473488544965,0.778365791803,1.37437627933
46,0.999153200198,0.00506257324723,0.776672311701,1.37412856536
47,0.999223766848,0.00429557904703,0.773920406334,1.43482147269
48,0.999106155764,0.00491478935011,0.774132091549,1.44869103571
49,0.999317855715,0.00450277010296,0.776460626689,1.43788544815
50,0.999247289065,0.00441940301636,0.778577476816,1.4542920649
51,0.999294333498,0.00391763841839,0.772015241422,1.48213821387
52,0.999247289065,0.00396536871383,0.779424216866,1.4340377884
53,0.999694211182,0.00318025360167,0.78281117707,1.43759972983
54,0.999364900148,0.00359175582117,0.7749788316,1.47794016966
55,0.999435466798,0.00334002018002,0.775613886436,1.45446878737
56,0.999388422365,0.00350837169445,0.778365791803,1.49122426164
57,0.999341377931,0.00359154910418,0.780694326943,1.44977848016
58,0.999670688966,0.00289422694271,0.775402201625,1.50950823261
59,0.999435466798,0.00323194994557,0.779000846841,1.47170562627
60,0.999364900148,0.00340466298112,0.780906011955,1.48127257824
61,0.999458989015,0.00328779554176,0.780906011955,1.47776742455
62,0.999317855715,0.00344003061489,0.776672311701,1.50352713201
63,0.999694211182,0.00237522703749,0.776883996714,1.47042569309
64,0.999482511232,0.00263597685942,0.77815410679,1.4733988563
65,0.999764777833,0.00218926321499,0.785351397222,1.50807815074
66,0.999435466798,0.0026749460493,0.778789161828,1.46146256423
67,0.999600122316,0.00246628857317,0.780059271703,1.46108329791
68,0.999717733399,0.00227028586319,0.768416596004,1.51483872853
69,0.999411944582,0.00284057682848,0.776248941474,1.55587488256
70,0.999788300049,0.00179380715651,0.781541066993,1.50344212937
71,0.999623644532,0.00220624529685,0.769898391093,1.51730649523
72,0.999623644532,0.00222592565874,0.781117696968,1.4974490923
73,0.999717733399,0.00185029387014,0.776037256663,1.51192724599
74,0.999764777833,0.00191830505067,0.780270956715,1.51441822438
75,0.999411944582,0.00261326743946,0.782387806842,1.49963072561
