epoch,acc,loss,val_acc,val_loss
0,0.645506825076,0.989198904024,0.700109051254,0.809604445242
1,0.721751769464,0.75089090158,0.672525498749,0.911843921905
2,0.747187815976,0.673842973529,0.718262877674,0.922261678872
3,0.760679979778,0.635162117214,0.708833151585,0.704221555413
4,0.773761375126,0.601144777204,0.741291936626,0.79424613143
5,0.782071536906,0.578514094543,0.738790172561,0.777266927016
6,0.787917087968,0.559847854932,0.770030149468,0.608386992058
7,0.791266430738,0.553531363557,0.773494130484,0.636371121095
8,0.797080384226,0.537246900385,0.790814035542,0.62162611615
9,0.802104398382,0.524735595019,0.776701520307,0.640842606445
10,0.804821789687,0.513770112391,0.786131246396,0.579951257123
11,0.811646865521,0.503852269449,0.786901019954,0.605152092939
12,0.813637512639,0.494279929054,0.784848290465,0.597483751836
13,0.815754550051,0.490184262112,0.78253896979,0.608668156358
14,0.817271233569,0.484376462936,0.773173391498,0.655623638457
15,0.818693124368,0.477964550758,0.766117133876,0.652428577462
16,0.822800808898,0.468500713547,0.777663737258,0.655670187921
17,0.824791456016,0.463631110506,0.789082045036,0.592422498124
18,0.834681496461,0.43759649861,0.790044261983,0.588375174455
19,0.836577350859,0.434279304277,0.785874655209,0.613147843098
20,0.836924924166,0.426745086426,0.791263070117,0.602486713512
21,0.839041961577,0.427306911868,0.792738469437,0.600785743929
22,0.837841253792,0.425171162713,0.788568862663,0.606726812556
23,0.839326339737,0.423880646623,0.789531079611,0.612234074627
24,0.839800303337,0.425969838375,0.792995060623,0.599461494613
25,0.838220424671,0.424599051466,0.79139136571,0.604958269157
26,0.837209302326,0.423806996872,0.788568862663,0.617225711958
27,0.839421132457,0.4273788979,0.79325165181,0.591400143572
28,0.838441607685,0.422400013746,0.790749887745,0.603582564543
29,0.839863498483,0.421798226956,0.791263070117,0.60157498946
30,0.84011627907,0.42576084902,0.790429148763,0.607442205818
31,0.839610717897,0.424584445862,0.792161139269,0.604893699215
